Scene ID,Broader Region,Hierarchical Name,Justification,Supporting Quote,Doubts,Latitude,Longitude
Ch6_Ihsans_Tent,Sakarya: Geyve,Sakarya: Geyve: İhsan'ın Karargâhı,"In this scene, Ihsan summons Peyami and Mehmet Çavuş to give them their mission. The text indicates that Peyami is in Geyve at this point ('Şimdi ben de Geyve'de Ayşe'nin gözlerinden uzak tehlike mümaresesi yapacağım') and that Mehmet Çavuş had joined them in Geyve. This indicates that Ihsan's headquarters and tent are located in the Geyve region before they depart for Kandıra.",Şimdi ben de Geyve'de Ayşe'nin gözlerinden uzak tehlike mümaresesi yapacağım.,None. The text explicitly places the characters and their camp in Geyve during this period of the narrative.,40.5090547,30.2902514
Ch6_Sakarya_River_Crossing,Sakarya: Geyve,Sakarya: Geyve: Sakarya Nehri,The text explicitly mentions crossing the Sakarya River ('Sakarya'yı geçerken') within the context of traveling between Geyve and Kandıra to retrieve ammunition. Geyve is a district of the modern-day Sakarya province and is the primary base of operations mentioned throughout the chapter.,Sakarya'yı geçerken Mehmet Çavuş'u bir muhacirin ot yüklü arabasının otları altına sakladık.,"The Sakarya River is very long and spans multiple provinces; however, because the characters are traveling between Geyve (Sakarya) and Kandıra (Kocaeli), the crossing definitely occurs within this regional corridor, likely near Geyve or Adapazarı.",40.5090547,30.2902514
Ch6_Training_Ground,Sakarya: Geyve,Sakarya: Geyve: Talimgâh,"Peyami explicitly states that he is in Geyve after Ayşe's departure, performing grueling drills and training under İhsan's harsh supervision, which he describes as a training experience he couldn't even find in a formal training ground (ta'lîm-gâh).","Şimdi ben de Geyve'de Ayşe'nin gözlerinden uzak tehlike mümaresesi yapacağım. Hayvanıma, tüfeğime onlar kadar sahip olacağım. [...] Ta'lîm-gâhta göremeyeceğim en çetin ve haşin bir ihtilâl ve askerlik tecrübesini burada yapıyordum.",None. Geyve is explicitly named as the location where this training/preparation takes place.,40.5090547,30.2902514
Ch6_Vacant_Sheepfold,Sakarya: Geyve,Sakarya: Geyve: Sarılar: Boş Ağıl,"The characters Peyami and Mehmet Çavuş are traveling on horseback and Mehmet Çavuş points out Sarılar Village (Sarılar Köyü). Rather than staying in the village itself, they choose to spend the night at a nearby vacant sheepfold (boş bir ağıl) located on a small ridge. Sarılar is a historical village in the Geyve district of Sakarya.","Mehmet Çavuş bana yeşil söğütlerle örülü Sarılar Köyü'nü gösteriyor. ... 'Bu akşam köyde kalmayalım, dedi. Ne olur ne olmaz, şurada boş bir ağıl var, ateş yakarız, geceyi orada geçiririz.'","The exact location of the sheepfold is outside the village itself, on a small ridge, but it remains within the general vicinity of Sarılar Village in the Geyve district.",40.5090547,30.2902514
Ch7_Ihsans_Tent,Sakarya: Geyve,Sakarya: Geyve: Doğançay: İhsan'ın Çadırı ve Karargâhı,The text explicitly states that Peyami found İhsan's headquarters (karargâh) in a wooded area not far from Doğançay ('Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum'). Both Doğançay and Geyve (which is mentioned in relation to a mission given to Mehmet Çavuş) are located in the Geyve district of Sakarya province.,Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum.,"The exact name of the woodland where the tents are set up is not specified, but the proximity to Doğançay and Geyve clearly points to the Geyve district of Sakarya.",40.5090547,30.2902514
Ch8_Ruined_Mill,Konya: Sarılar,Konya: Sarılar: Harap Değirmen Binası,"The chapter takes place during the suppression of the Konya rebellion in a rural area. The narrator mentions they are close to a sub-district center near Konya, though he cannot recall its name. Later, a soldier mentions 'Sarılar Köyü' (Sarılar Village) in relation to the characters, which locates the setting within the broader Konya province, likely in or near Sarılar.",Konya ihtilâlini bastıranlar arasındayız. İhsan kuvvetleriyle ismini hatırlayamadığım bir nahiye merkezine yakınız.,"The narrator explicitly states he does not remember the name of the sub-district center ('ismini hatırlayamadığım bir nahiye merkezine yakınız'). Although 'Sarılar Köyü' is mentioned by a soldier as a place where İhsan helped the child, it is not 100% clear if the ruined mill scene itself is located directly within Sarılar Village or a neighboring settlement.",37.9440334,32.5054789
Ch8_Village_Street,Konya: Unnamed Village,Konya: Unnamed Village: Köy Sokağı,The chapter is set during the suppression of the Konya rebellion. The narrator explicitly mentions being near an unnamed subdistrict (nahiye) center in the Konya region whose name he cannot recall. The scene takes place in a village street within this subdistrict.,Konya ihtilâlini bastıranlar arasındayız. İhsan kuvvetleriyle ismini hatırlayamadığım bir nahiye merkezine yakınız.,The exact name of the village or subdistrict (nahiye) is not explicitly named because the narrator states he does not remember it.,,
Ch9_Ankara_Defense_Office,Ankara: Ulus,Ankara: Ulus: Müdâfaa-i Milliyye Dairesi,"The narrator, Peyami, explicitly states that he was assigned to the Ministry of National Defense (Müdâfaa-i Milliyye) in Ankara, where his days are consumed by administrative paperwork and moving from desk to desk. Historically, the administrative offices of the nationalist government during the War of Independence were centered in the Ulus district of Ankara.","Beni derhal Ankara'ya, Müdâfaa-i Milliyye'ye tayin ettiler. Masadan masaya, odadan odaya gidiş geliş.","The text explicitly names the province of Ankara and the government department (Müdâfaa-i Milliyye), but it does not explicitly specify the district (Ulus/Altındağ). The district is identified based on historical geographical context.",39.9362064,32.8426798
Ch9_Cebeci_Hospital,Ankara: Cebeci,Ankara: Cebeci: Cebeci Hastanesi,"The scene takes place in Cebeci Hospital, where the narrator Peyami is currently hospitalized, undergoing evaluation by his doctor, and reading through letters and diaries. Cebeci is a well-known historical neighborhood in Ankara, which is frequently referenced throughout the chapter as the hub of the nationalist movement and Peyami's military assignment.","Bu sabah doktor geldi. Yanımda uzun oturdu, konuştu. Bu haftanın sonunda ameliyat muhakkak. Bende bu günlerde düşüklük var.","The specific name 'Cebeci' is not explicitly printed in this chapter's text, though 'Ankara' is mentioned numerous times. However, in the established frame narrative of the novel (Ateşten Gömlek), Peyami's hospital and the site of his surgery is Cebeci Hospital in Ankara.",39.9327342,32.8746726
Ch9_Eskisehir_Station,Eskişehir: Merkez,Eskişehir: Merkez: Eskişehir İstasyonu,"The text explicitly mentions Peyami getting off the train in Eskişehir with a bandaged arm, and Ayşe later describes the chaotic scenes, wounded soldiers, and the teahouse at the Eskişehir train station in her letters written from Eskişehir.","Eskişehir'e trenden inen kolu sargılı adam benim, değil mi? ... İstasyon kıyamet gibi kalabalık, sedyeler üstünde gelen hâkî insanlar bize başka dünyanın adamları gibi geliyor. ... Çayhaneye sedyeleri dizdik. Çay verip gönderiyoruz.",None. The province (Eskişehir) and the location (İstasyon / Station) are explicitly specified.,39.7765193,30.5288805
Ch9_Eskisehir_Street,Eskişehir: Merkez,Eskişehir: Merkez: Eskişehir'de Bir Cadde,The text explicitly states that Peyami gets off the train in Eskişehir and tries to cross a crowded street where soldiers are passing with drums and zurnas.,"Eskişehir'e trenden inen kolu sargılı adam benim, değil mi? ... Caddeyi bir türlü geçemiyorum. Asker geçiyor, sıcak rüzgârlarla savrulan tozlar bu uzun müteharrik insan hattıyla karşıdaki binaları bile örtmüş.","The text clearly establishes the scene in Eskişehir, but it does not specify a particular district or street name, only that it is near the train station and the Red Crescent (Hilâl-i Ahmer) hospital.",39.7765193,30.5288805
Ch9_Train_Compartment,Ankara: Polatlı,Ankara: Polatlı: Tren Kompartımanı,"In her letter, Ayşe describes evacuating the hospital during the retreat and traveling overnight in an open train car with wounded soldiers, eventually arriving in Polatlı, which is a district of Ankara.","Gece yarısından sonra açık bir vagonda yaralılarla Polatlı'ya geldim. Vagonda askerlerimle, avluda bıraktığımız dost hasbıhaline devam ettik, alçak sesle konuştuk, konuştuk.","The scene takes place on a moving train traveling from Eskişehir towards Polatlı, meaning the actual conversation occurs on the railway line between Eskişehir and Ankara provinces, with Polatlı being the final station of the mentioned journey.",39.58567,32.1417303
Ch10_Ankara_Station,Ankara: Altındağ,Ankara: Altındağ: Ankara İstasyonu,The narrator explicitly states departing from the Ankara Station (Ankara İstasyonu) at nine in the evening. Ankara Station is located in the Altındağ district of Ankara.,Ankara İstasyonu'ndan gece dokuzda hareket ettim.,"None. The text explicitly names the station, which is located in central Ankara (Altındağ).",39.9362064,32.8426798
Ch10_Gokcepinar,Ankara: Polatlı,Ankara: Polatlı: Gökçepınar Mezarlığı,"The chapter is set during the Battle of Sakarya, mentioning locations like Haymana, Toydemir, İnler, and Katrancı, which are located in the Ankara province. Gökçepınar is a village in the Polatlı district of Ankara, historically significant during this campaign.",Dün gece rüyamda sabaha kadar Gökçepınar Mezarlığı'nda dolaştım.,"The text refers to the cemetery and the village of Gökçepınar without explicitly stating 'Ankara' or 'Polatlı', but the dense references to Sakarya, Haymana, and other regional villages leave no doubt about the location.",39.58567,32.1417303
Ch10_Mill_Race,Ankara: Polatlı,Ankara: Polatlı: Değirmen Harkı,"The narrator travels by train from Ankara Station to the last station before the Garp Cephesi (Western Front) headquarters during the Battle of Sakarya. Upon disembarking, the group travels by horseback through the wilderness, passes a field hospital, and crosses a foaming mill stream (değirmen harkı) shortly before arriving at the headquarters. Historically, the headquarters at this stage of the Sakarya campaign was located in Alagöz/Malıköy, which lies within the Polatlı district of Ankara.",Biraz sonra boşluktan boşluğa akar gibi beyaz ve berrak köpüren bir değirmen harkına yaklaştık. Hayvanlar hayli delirdi. Fakat biz onu da aştık geçtik.,"The text does not explicitly name the district (Polatlı) or the exact stream, but the geographical progression from Ankara Station towards the Sakarya Front and the references to neighboring villages like İnler, Katrancı, and Toydemir confirm the location is in the Polatlı/Haymana region of Ankara.",39.58567,32.1417303
Ch10_Mobile_Hospital,Ankara: Polatlı,Ankara: Polatlı: Seyyar Hastane,"The narrator departs from Ankara Station by train to the Garp Cephesi (Western Front) during the Battle of Sakarya. On the way to the main military headquarters (historically located in Alagöz, Polatlı), the travelers pass a dome-like mobile hospital. The mentioned military coordinates and surrounding areas such as Haymana, Toydemir, Katrancı, and Polatlı locate this scene in the Polatlı/Haymana region of Ankara.",Önümüzdeki karanlık bir ağaçlık ve sırt gibi bir kümbet var. Onun seyyar hastahane olduğunu söyledikleri zaman yüreğim ağzıma geldi. ......'inci Kolordu'nun ne tarafta olduğunu sordum. Verdikleri cevaptan bu kümbet hastahanesinin Ayşe'den çok uzak olduğunu anladım.,"The exact coordinates or village name of the mobile hospital are not explicitly named in the text, but the context of the train journey from Ankara to the Sakarya front places it within the Polatlı/Haymana district borders.",39.58567,32.1417303
Ch11_Eskisehir_Station,Eskişehir: Merkez,Eskişehir: Merkez: Eskişehir İstasyonu,"The text explicitly states that the event took place the next morning at the station in Eskişehir, where Ayşe shook hands with İhsan and departed, leaving him alone in the train compartment.","Ertesi sabah Eskişehir'de istasyonda herkesin içinde elimi sıktı, gitti. Tren hemen hareket etti. Ağaçların arasından üniformasının etekleri kayboluncaya kadar pencereden sarktım. Sonra yapayalnız kompartımana düştüm.",None. The location (Eskişehir Station) is explicitly mentioned in the text.,39.7765193,30.5288805
Ch11_Polatli,Ankara: Polatlı,Ankara: Polatlı: Train Compartment,"In this chapter, İhsan recounts his journey on a train from Ankara to the western front. He meets Ayşe on the train and enters her compartment, but is forced to leave her and exit the compartment when the train arrives at Polatlı, which is a district of Ankara.",Ertesi sabah ben trenle Eskişehir'i geçip gidecektim. Polatlı'da yanından ayrılmaya mecburdum.,None. The text explicitly names Polatlı as the location of their parting on the train.,39.58567,32.1417303
Ch13_Ankara,Ankara: Cebeci,Ankara: Cebeci: Cebeci Hastahanesi,The chapter begins with two doctors walking down the road of Cebeci Hospital (Cebeci Hastahanesi) and ends with the explicitly written location 'Ankara'. Cebeci is a historical neighborhood in Ankara.,"Cebeci Hastahanesi'nin yolundan inerken iki doktor konuşuyorlardı... 15 Nisan 1338, Ankara",None. The location is explicitly and clearly defined both by the neighborhood hospital and the city name at the end.,39.9327342,32.8746726
Ch1_Galata_Bridge,İstanbul: Fatih,İstanbul: Fatih: Galata Köprüsü,"The text mentions that after drinking at a venue in Sirkeci (which is located in the modern Fatih district of Istanbul), the characters cross the Bridge ('Köprü', historically and contextually referring to the Galata Bridge) together while talking and laughing.","Löbon'u tercih etmekle beraber o da ekseri bizimle geliyor, Cemal'in sevdiği bir Sirkeci salonunda oturuyor, rakı içiyoruz. Sonra konuşarak, gülerek Köprü'yü beraber geçip gidiyoruz.","The text refers to the landmark simply as 'Köprü' (Bridge), but given the starting point of Sirkeci, this undoubtedly refers to the Galata Bridge which spans between Eminönü (Fatih) and Karaköy (Beyoğlu).",41.02,28.9734
Ch2_Osmanbey_Tram_Station,İstanbul: Şişli,İstanbul: Şişli: Osmanbey Tramvay İstasyonu,The chapter explicitly depicts the characters boarding a tram in front of Osmanbey on their way to the Sultanahmed rally. Osmanbey is a prominent neighborhood situated in the Şişli district of İstanbul.,Bunun için Osmanbey önünde tramvaya binerken kalabalık şayanı dikkatti.,"None. The context is highly specific, mentioning İstanbul landmarks such as Şişli, Ayasofya, and Sultanahmed.",41.0637891,28.9831642
Ch3_Ankara,Ankara,Ankara,"The narrator, Peyami, is physically located in Ankara, reflecting on his past days in Istanbul. The text explicitly mentions his current presence in Ankara during its cold days but does not specify a particular district or neighborhood within the city.","Şimdi Ankara'nın bu soğuk günlerinde İstanbul'daki son yazın ağır ve meşum günlerinin sıcaklığını, yorgunluğunu duyuyorum.","The chapter explicitly places the narrator in Ankara, but it lacks any clues regarding the specific district, neighborhood, or street of his current location within the city.",39.9207759,32.8540497
Ch3_Beyoglu_Tepebasi,İstanbul: Beyoğlu,İstanbul: Beyoğlu: Tepebaşı Bahçesi,"The scene explicitly mentions Tepebaşı, which is a well-known neighborhood in the Beyoğlu district of İstanbul, as they look at a lively garden filled with music while traveling.","Tepebaşı'nın önünde mızıka ile hayatla taşan bahçeyi İhsan'a gösterdim: — İstersen eve dönmeyelim; saat daha on bir, dedim.","None. The location is explicitly stated as Tepebaşı, which is historically and geographically situated in Beyoğlu, İstanbul.",41.0284233,28.9736808
Ch3_Pangalti,İstanbul: Şişli,İstanbul: Şişli: Pangaltı,"İhsan explicitly states that he will get off the tram at Pangaltı, which is a well-known neighborhood within the Şişli district of İstanbul, as they travel from Tepebaşı/the bridge area.","--- Ecnebi üniforması görmeye bu gece tahammül edemeyeceğim Peyami, Pangaltı'da ineceğim. Bazı hanım dostlara veda edeceğim, dedi.",None. The location 'Pangaltı' in İstanbul is explicitly stated by the character.,41.0637891,28.9831642
Ch4_Direklerarasi,İstanbul: Fatih,İstanbul: Fatih: Direklerarası,"The text explicitly mentions Darülfünun (the university) and Direklerarası, which are historically and geographically located in the Şehzadebaşı neighborhood of the Fatih district in Istanbul. In this scene, Ayşe walks through this area and learns about the British soldiers bayoneting the Turkish soldiers of the Tenth Division (Onuncu Fırka) in their beds.","Darülfünun'un önünden geçtim. Direklerarası'na doğru sokaklarda küçük kan izleri vardı. Bir hamala sordum. Gözleri kan içinde, bıyıklarının telleri ayağa kalkmış, etrafına bakınıyordu. Onuncu Fırka'da nöbet bekleyen neferleri İngilizler süngülemişler, içeriye girmiş, yatakta uyuyan mızıkalı neferleri de birer birer yatakta vurmuşlar.","None. Direklerarası is a highly specific, well-known historical avenue located in Şehzadebaşı, Fatih, Istanbul.",41.0142,28.9575
Ch4_Gedikpasa_Street,İstanbul: Gedikpaşa,İstanbul: Gedikpaşa: Gedikpaşa Tramvay Caddesi,"The text explicitly describes Ayşe leaving her home in Gedikpaşa due to the British occupation, walking down to the main tramway street (Gedikpaşa Tramvay Caddesi), and helping a young mother with her child to find a carriage to head towards Üsküdar.","Evden çıkınca Gedikpaşa'nın küçük sokaklarına saparak tramvay caddesine çıktım. Küçük bir evin kapısında atılmış bir beşik, kapının yanında çarşafıyla çocuğu kucağında ayakta duran bir genç kadın vardı... Kadına yardım ettim; bir araba buldum, çocuğunun ufak tefek eşyasını topladım; daima ağlıyordu.","None. The location is explicitly mentioned as Gedikpaşa, a historic neighborhood in the Fatih district of Istanbul.",41.0064,28.9644
Ch4_Harbiye_Nezareti,İstanbul: Fatih,İstanbul: Fatih: Harbiye Nezareti,"The scene takes place at the Harbiye Nezareti (the Ottoman Ministry of War), which is historically located in the Beyazıt quarter of the Fatih district in İstanbul. The text confirms this by mentioning the square in front of the Ministry ('Harbiyye Nezâreti'nin meydanında') and the nearby Darülfünun (Istanbul University).",Harbiyye Nezâreti'nin meydanında üniformalarıyla büyük küçük rütbeli bütün Nezâret zâbitanı ayakta duruyorlar. İstiklâlimizin bir nevi alemi olan Harbiyye Nezâreti kapısından İngiliz bahriyesi giriyordu.,"None. The location of the historical Harbiye Nezareti (today's Istanbul University Rectorate building in Beyazıt, Fatih) is precise and unambiguous.",41.0131,28.962
Ch4_Ihsaniye_Ferry,İstanbul: Üsküdar,İstanbul: Üsküdar: İhsaniye Ferry,"Ayşe helps a young mother whose house was seized by British soldiers. She escorts her to İhsaniye (a neighborhood in Üsküdar, Istanbul) by taking a ferry across the Bosphorus. On the ferry, they watch the British guns aimed at the city.",Kadını İhsaniye'ye kadar götürdüm. Vapurda el ele oturduk. Boğaziçi'nden İstanbul'a çevrilen toplara baktık.,,41.0265498,29.0151321
Ch4_Istanbul_Airspace,İstanbul: Fatih,İstanbul: Fatih: İstanbul Semaları,"Peyami hallucinates that he is flying in a plane over Istanbul, specifically mentioning the square of the Ministry of War (Harbiye Nezareti), which historically is located in the Beyazıt district of Fatih, Istanbul.",İçinde uzun bir yatak olan bir tayyarede müthiş bir süratle mütemadiyen İstanbul'un üstünde uçuyordum... Bir defa Harbiyye Nezâreti'nin meydanında namütenahi kımıldanan siyah insan gölgeleri arasından yine Mister Cook'un kafası yükseldi.,"The scene is a fever-induced hallucination. While the hallucinated setting is the airspace over Istanbul (specifically Fatih/Beyazıt), Peyami's physical body is actually in a sickbed at his family home, which is located in Şişli.",41.0131,28.962
Ch4_Yusuf_Pasa,İstanbul: Yusufpaşa,İstanbul: Yusufpaşa: House of the Assaulted Girls,"In her letter, Ayşe narrates her journey to the house where she gives lessons in Yusufpaşa (a neighborhood in the Fatih district of Istanbul). She describes a neighboring house that was violently raided by occupying British soldiers, where several young girls were assaulted.","O gün Yusuf Paşa'daki ders verdiğim eve kadar gittim. Sokaklar perişandı. Birçok evlerden İngiliz neferleri girip çıkıyorlardı. Benim ders verdiğim eve bitişik bir evin kapısının üstü delik deşik... Evde beş altı yalnız genç kız varmış, feci şeyler olmuş.",None. Yusufpaşa is a well-known historic neighborhood in the Fatih district of Istanbul.,41.0116,28.9482
Ch5_Anatolian_Villages,Kocaeli: Kandıra,Kocaeli: Kandıra: Kandıra Köyleri,The text explicitly states that the characters are traveling through villages on their way to Adapazarı and they meet their companions in one of the Kandıra villages ('Kandıra köylerinin birinde'). Kandıra is historically and currently a district of the Kocaeli province.,"Kandıra köylerinin birinde asıl bizimkiler, Anadolu hayatımızın arkadaşları göründü.","While the characters pass through multiple unnamed villages between Istanbul and Adapazarı, Kandıra is the explicitly named district representing this transitional rural area.",41.0703914,30.1523298
Ch6_Kandira,Kocaeli: Kandıra,Kocaeli: Kandıra: Flatland,"The scene describes Peyami and Mehmet Çavuş riding small local horses through a hot, dusty flatland flanked by mountains. In the chapter, this occurs on November 28th (28 Teşrîn-i Sânî) during their mission to Kandıra to retrieve ammunition. Kandıra is a well-known district of Kocaeli.","Mehmet Çavuş ve ben hep rahvan yürüyen yerli küçük hayvanlar üzerinde tıkır tıkır gidiyoruz. Cehennem gibi sıcak var. Ateşten bir rüzgâr bu kırçıl, sarı tabiatın üstünden tozları önümüze katmış götürüyor. Gök açık bir mavi. Yerler hiç tükenmiyor, saatler geçiyor, biz hâlâ solunda dağlar yükselen bir nevi düzlük içinde çalkana çalkana gidiyoruz.","The exact borders of the flatland they are crossing lie between Geyve (Sakarya) and Kandıra (Kocaeli). While Kandıra is explicitly named in the text as their destination, the province of Kocaeli is inferred based on geographical and historical facts.",41.0703914,30.1523298
Ch6_Mosque_Square,Kocaeli: Kandıra,Kocaeli: Kandıra: İkizce: Cami Meydanı,"The characters are traveling from Geyve to the Kandıra region to retrieve ammunition and find Yüzbaşı Saffet. They are instructed to pass İkizce to find him. On their way, they cross a Circassian village near İkizce, where they ride past a mosque situated in a large square. Both Kaymaz and İkizce are historically located in the Kandıra district of Kocaeli.",Fakat en nihayette büyücek bir meydanda duran camii geçerken bazı evlerin kapılarının açıldığını duyar gibi olduk. Ay örtüldü ve biz atlarımızı karanlığa sürdük.,"The specific Circassian village is not explicitly named in the text, but the context heavily implies it is a settlement in the immediate vicinity of İkizce and Kaymaz within the Kandıra district.",41.0703914,30.1523298
Ch6_Peyamis_House_Sisli,Sakarya: Geyve,Sakarya: Geyve: Headquarters,"The text explicitly states that the characters are in Geyve ('Şimdi ben de Geyve'de...'). The scene where Ihsan checks on Peyami's health and covers him up occurs during their time training and preparing for combat in this region, following Ayşe's departure.",Şimdi ben de Geyve'de Ayşe'nin gözlerinden uzak tehlike mümaresesi yapacağım.,"There is a contradiction between the provided Scene ID/Setting Name ('Peyami's House in Şişli') and the chapter text, which clearly places this scene in Geyve (Sakarya) after the characters have moved to Anatolia.",40.5090547,30.2902514
Ch6_Sarilar_Village,Sakarya: Geyve,Sakarya: Geyve: Sarılar Köyü,The text describes Mehmet Çavuş pointing out the willow-covered village of Sarılar (Sarılar Köyü) while they are operating in the Geyve and Kandıra regions during the War of Independence. Geyve (historically and currently in Sakarya) serves as the primary base for the characters in this chapter.,Mehmet Çavuş bana yeşil söğütlerle örülü Sarılar Köyü'nü gösteriyor.,"The characters are traveling between Geyve (Sakarya) and Kandıra (Kocaeli). While Sarılar Köyü is associated with Geyve operations in the novel, its exact historical administrative boundary during this transition period could overlap between Kocaeli and Sakarya borders.",40.5090547,30.2902514
Ch7_Dogancay_Headquarters,Sakarya: Geyve,Sakarya: Geyve: Doğançay Karargâhı,"The text explicitly mentions Doğançay and Geyve. Peyami locates İhsan's headquarters in a wooded area not far from Doğançay ('Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum'). Historically and geographically, Doğançay is a village/station located in the Geyve district of Sakarya province.",Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum.,None. The mention of both Doğançay and the neighboring Geyve district ('Geyve civarında bir iş sipariş etti') makes the location highly certain.,40.5090547,30.2902514
Ch7_Headquarters_Woods,Sakarya: Geyve,Sakarya: Geyve: Doğançay: Karargâh Dışındaki Ağaçlık,"The narrator states that the headquarters is situated in a wooded area not far from Doğançay ('Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum'). Additionally, Geyve is explicitly mentioned in the text when İhsan assigns a task to Mehmet Çavuş ('Mehmet Çavuş'a Geyve civarında bir iş sipariş etti'). Geographically, Doğançay is a village/locality within the Geyve district of Sakarya province.",Doğançay'dan pek uzak olmayan bir ağaçlık arasında karargâhı buldum.,None. The geographical clues pointing to Geyve and Doğançay in Sakarya are highly specific and accurate.,40.5090547,30.2902514
Ch7_Mobile_Hospital,Sakarya: Geyve,Sakarya: Geyve: Sarılar Köyü: Ayşe'nin Hastahanesi,"The scene takes place as the narrator approaches Sarılar Village (Sarılar Köyü) and sees Ayşe's small hospital. The text establishes that Sarılar is four hours away from Doğançay, and later mentions Geyve ('Geyve civarında'). Both Doğançay and the historical village of Sarılar are situated within the Geyve district of Sakarya province.",Söğütlerin gölgesi arasından Ayşe'nin küçük hastahanesi görününce kalbim birdenbire atmaya başladı. Kabaklar dizili beyaz terasta onu beyaz gömleği ile çıkacak zannediyordum.,"The geographical connection to Sakarya's Geyve district is highly clear due to the explicit mentions of Geyve, Doğançay, and Sarılar Village. There are no major doubts about the broader region.",40.5090547,30.2902514
Ch8_Plain_Near_Town,Konya,Konya: Bilinmeyen Nahiye Merkezine Yakın Ova,"The narrator explicitly states that they are among the forces suppressing the Konya Rebellion ('Konya ihtilâlini bastıranlar arasındayız') and are near an unnamed district center whose name he cannot recall, located in an Anatolian plain.",Konya ihtilâlini bastıranlar arasındayız. İhsan kuvvetleriyle ismini hatırlayamadığım bir nahiye merkezine yakınız.,"The narrator explicitly mentions he cannot remember the name of the sub-district ('ismini hatırlayamadığım bir nahiye'), so while we know it is in the broader Konya region, the exact district or village name is not specified.",37.872734,32.4924376
Ch8_Riverbank,Konya: Sarılar,Konya: Sarılar: Irmak Kenarı,"The scene takes place near a riverbank close to a village where the military forces suppressing the Konya rebellion have camped. The text mentions being in the Konya region to suppress the rebellion, and specifically references Sarılar Köyü as the location associated with the characters in this area.",Konya ihtilâlini bastıranlar arasındayız... kendisine İhsan Bey Sarılar Köyü'nde yardım etmiş.,"The narrator explicitly notes that they cannot remember the exact name of the subdistrict center ('ismini hatırlayamadığım bir nahiye merkezine yakınız'), though Sarılar Köyü is mentioned shortly after as the specific village in the vicinity.",37.9440334,32.5054789
Ch9_Inebolu_Coast,Kastamonu: İnebolu,Kastamonu: İnebolu: İnebolu Sahili,"The narrator, Peyami, explicitly mentions traveling to İnebolu for a mission for the Ministry of National Defense (Müdâfaa-i Milliyye) and spending some time doing intelligence work on the coast ('sahil').",Ben bu aralık Müdâfaa-i Milliyye'nin bir işi için İnebolu'ya gittim. Biraz sahilde istihbaratta kaldım.,"The text explicitly names İnebolu and the coast, but does not explicitly mention the province of Kastamonu, which is inferred through geographical knowledge.",41.9785763,33.7599031
Ch9_Road_to_Hospital,Eskişehir: Merkez,Eskişehir: Merkez: Hastaneye Giden Yol,The text states that Peyami gets off the train in Eskişehir and visits the Hilâl-i Ahmer (Red Crescent) hospital where Ayşe works. They later have dinner at Madam Tadia's restaurant (historically located near the Eskişehir station) and walk Ayşe back to the hospital late at night.,"Eskişehir'e trenden inen kolu sargılı adam benim, değil mi? [...] Gece dışarıya beraber çıktık. Ayşe'yi hastahaneye üçümüz beraber bıraktık.","While Eskişehir is explicitly mentioned as the location of the train station, the hospital, and Madam Tadia's establishment, the text does not explicitly specify a modern district (such as Tepebaşı or Odunpazarı). Historically, the station and Madam Tadia's hotel were in the district corresponding to modern-day Tepebaşı in Central Eskişehir.",39.7765193,30.5288805
Ch7_Sarilar_Village,Konya: Sarılar,Konya: Sarılar Köyü,[human decision],,,37.9440334,32.5054789
